call_number,strategy,n_hvg,n_pcs,n_neighbors,resolution,yield_score_target,balanced_score_gmean,weighted_mean_cas,simple_mean_cas,mean_mcs,mean_f1,mean_confidence,silhouette_score,n_individual_labels,n_consensus_labels
29,Exploit,6972,45,10,2.0000,40.3588,65.4357,43.1678,42.7508,91.6166,6.5586,,0.1308,80,14
30,Exploit,508,51,10,2.0000,39.6012,64.1799,42.3744,39.5608,93.0790,6.6492,,0.0862,80,13
1,BO-EI,5594,27,41,1.3953,37.7027,60.8648,39.9060,36.5051,84.4698,8.1861,,0.1770,80,8
2,BO-EI,3219,19,28,1.0006,39.4381,63.8230,40.6994,40.5809,91.5294,7.3425,,0.2042,80,10
3,BO-EI,1167,69,12,1.5830,39.6243,64.2041,41.8454,39.7003,93.9401,6.7569,,0.0960,80,12
4,BO-EI,6556,10,50,1.4262,38.6465,62.4812,40.4349,40.1375,85.0196,7.6676,,0.2141,80,8
5,BO-EI,4342,11,11,1.2872,39.5685,64.1401,41.7279,42.3569,88.1791,6.5412,,0.2018,80,12
6,BO-EI,2908,14,49,0.8492,38.4833,62.2540,38.7599,37.7820,93.2155,7.3497,,0.2166,80,8
7,BO-EI,814,66,25,1.9748,39.3151,63.6518,42.0217,38.5301,92.6304,7.1033,,0.0827,80,13
8,BO-EI,3361,87,37,1.1757,38.6411,62.5231,39.7590,37.5440,93.1734,7.2724,,0.1099,80,8
9,BO-EI,290,95,33,1.0781,37.7330,61.0459,38.4073,37.6208,87.4034,7.1630,,0.0113,80,9
10,BO-EI,308,31,20,1.5249,39.4937,63.9955,41.4340,40.3800,92.0978,6.7109,,0.0932,80,13
11,BO-EI,3703,10,16,1.4493,39.5624,64.0650,40.6700,41.2986,91.7547,7.0471,,0.2056,80,10
12,BO-EI,6848,42,14,0.9813,39.6721,64.3186,42.3744,41.7123,89.2567,6.4756,,0.1556,80,10
13,BO-EI,5411,10,24,0.8584,39.2017,63.5273,40.5818,42.3101,87.1901,6.6216,,0.2300,80,9
14,BO-EI,6972,100,18,0.5000,37.9412,61.4286,38.5248,36.3502,92.9133,6.8453,,0.0329,80,9
15,BO-EI,403,20,16,1.6844,39.2411,63.5558,42.1687,38.3740,92.3488,6.9043,,0.1415,80,13
16,BO-EI,2871,56,14,1.3387,39.9735,64.7646,41.6985,41.4751,93.3819,6.8565,,0.1198,80,12
17,BO-EI,3442,52,19,0.5981,39.7328,64.3371,40.7582,40.8515,94.1041,7.1075,,0.1489,80,11
18,BO-EI,6847,55,10,1.8018,40.0285,64.9186,42.9621,41.8717,91.2195,6.3610,,0.1175,80,13
19,BO-EI,6071,76,50,0.8172,36.6927,59.3505,37.5845,32.6657,91.7819,7.0617,,0.1426,80,6
20,BO-EI,6972,43,27,2.0000,39.4132,63.8665,42.1981,40.4275,89.6115,6.6856,,0.1518,80,10
21,BO-EI,200,50,10,0.5000,38.5510,62.3660,39.6709,38.2874,90.5432,7.3443,,0.0608,80,10
22,BO-EI,6972,55,15,2.0000,39.5649,64.1521,42.6682,40.4425,90.5488,6.4009,,0.1143,80,12
23,BO-EI,4795,51,10,2.0000,40.0903,65.0534,42.6976,43.1154,90.1857,6.1027,,0.1098,80,14
24,BO-EI,282,41,10,1.8335,39.2606,63.5757,41.9336,39.4356,90.3725,6.9985,,0.0667,80,13
25,BO-EI,6972,10,10,2.0000,39.8823,64.6025,42.1687,43.6190,86.8014,6.9532,,0.1721,80,11
26,BO-EI,3035,49,18,2.0000,38.6264,62.6566,42.0217,37.8224,89.6998,6.0452,,0.1243,80,13
27,BO-EI,5308,77,33,1.3108,38.6847,62.6417,39.4358,38.6223,92.4674,6.9064,,0.0653,80,8
28,BO-EI,6335,45,12,2.0000,39.6269,64.2209,42.6682,41.1869,89.0100,6.6585,,0.1336,80,11
29,BO-EI,6972,57,11,2.0000,39.7964,64.5125,42.8445,40.8353,91.1963,6.5549,,0.1076,80,13
30,BO-EI,6972,100,10,2.0000,40.0446,64.9274,42.5213,42.2642,91.2013,6.4988,,0.0611,80,13
1,Explore,5594,27,41,1.3953,37.7027,60.8648,39.9060,36.5051,84.4698,8.1861,,0.1770,80,8
2,Explore,3219,19,28,1.0006,39.4381,63.8230,40.6994,40.5809,91.5294,7.3425,,0.2042,80,10
3,Explore,1167,69,12,1.5830,39.6243,64.2041,41.8454,39.7003,93.9401,6.7569,,0.0960,80,12
4,Explore,6556,10,50,1.4262,38.6465,62.4812,40.4349,40.1375,85.0196,7.6676,,0.2141,80,8
5,Explore,4342,11,11,1.2872,39.5685,64.1401,41.7279,42.3569,88.1791,6.5412,,0.2018,80,12
6,Explore,2908,14,49,0.8492,38.4833,62.2540,38.7599,37.7820,93.2155,7.3497,,0.2166,80,8
7,Explore,814,66,25,1.9748,39.3151,63.6518,42.0217,38.5301,92.6304,7.1033,,0.0827,80,13
8,Explore,3361,87,37,1.1757,38.6411,62.5231,39.7590,37.5440,93.1734,7.2724,,0.1099,80,8
9,Explore,290,95,33,1.0781,37.7330,61.0459,38.4073,37.6208,87.4034,7.1630,,0.0113,80,9
10,Explore,308,31,20,1.5249,39.4937,63.9955,41.4340,40.3800,92.0978,6.7109,,0.0932,80,13
11,Explore,4336,15,16,1.1928,39.1887,63.4406,41.5516,40.4461,88.0046,7.1306,,0.2073,80,11
12,Explore,6880,77,22,0.5592,38.7463,62.7613,39.6709,37.8329,94.7486,6.7636,,0.1288,80,10
13,Explore,504,97,19,1.9286,39.0196,63.1952,41.3165,38.3954,92.0639,6.8795,,0.0440,80,12
14,Explore,6972,94,10,1.8292,40.0678,64.9661,42.4919,42.4742,91.0398,6.4938,,0.0724,80,13
15,Explore,200,61,10,0.9986,39.3712,63.8098,39.9941,41.6711,91.5075,6.5903,,0.0457,80,12
16,Explore,464,100,12,1.7787,39.7799,64.4672,41.7573,40.5471,93.7970,6.6968,,0.0515,80,12
17,Explore,5183,19,11,2.0000,40.0021,64.8474,43.0796,42.6640,88.6394,6.5784,,0.1884,80,12
18,Explore,6842,21,28,2.0000,39.6837,64.3412,42.8739,41.2861,89.2861,6.4482,,0.1954,80,10
19,Explore,200,10,10,2.0000,39.9083,64.6901,40.8169,43.0938,91.6778,6.6029,,0.0937,80,14
20,Explore,200,10,18,0.5000,37.2327,60.3433,39.3770,34.7135,89.2245,6.2371,,0.1728,80,8
21,Explore,6972,30,25,1.1923,39.8609,64.5942,42.4038,41.7105,90.4610,6.7442,,0.1871,80,11
22,Explore,6972,12,26,0.5000,39.7214,64.3709,41.1108,43.9032,87.4512,6.6987,,0.2118,80,8
23,Explore,6972,16,14,2.0000,40.1082,65.0296,43.1384,42.6946,89.5440,6.5162,,0.1831,80,12
24,Explore,6972,86,15,1.7866,39.4026,63.9125,41.8160,40.0493,92.1323,6.1920,,0.0708,80,11
25,Explore,887,100,26,0.8269,38.8745,62.9712,41.0226,37.6949,93.2203,6.7682,,0.2882,80,11
26,Explore,6417,10,17,2.0000,40.0177,64.9008,42.2862,43.0121,90.1183,6.3615,,0.1938,80,11
27,Explore,6972,10,24,2.0000,39.6706,64.2962,42.0805,41.9472,89.0733,6.6311,,0.1988,80,11
28,Explore,200,100,10,2.0000,39.0956,63.3168,40.0529,39.7678,92.3851,6.9046,,0.0031,80,12
29,Explore,6972,41,10,1.7921,40.0766,64.9770,43.1090,42.5154,89.6796,6.5219,,0.1308,80,11
30,Explore,6972,10,12,2.0000,39.9001,64.6734,42.8152,42.8116,87.8532,6.6292,,0.1868,80,12
